0,1.5426,1.5439,0,0
-1.4328e-05,1.5595,1.5603,1.4328e-05,0
-0.00011849,1.5663,1.5668,0.00011849,0
-0.0004191,1.5692,1.5699,0.0004191,0
-0.0010257,1.5705,1.572,0.0010257,0
-0.0020405,1.5714,1.5743,0.0020405,0
-0.003555,1.5723,1.5773,0.003555,0
-0.0056485,1.5732,1.5812,0.0056485,0
-0.0083897,1.5745,1.5862,0.0083897,0
-0.011835,1.5759,1.5925,0.011835,0
-0.016031,1.5776,1.6,0.016031,0
-0.021014,1.5795,1.6089,0.021014,0
-0.026809,1.5817,1.619,0.026809,0
-0.033434,1.5839,1.6304,0.033434,0
-0.040899,1.5862,1.643,0.040899,0
-0.049199,1.5886,1.6567,0.049199,0
-0.058328,1.5909,1.6715,0.058328,0
-0.068269,1.593,1.6872,0.068269,0
-0.078995,1.5948,1.7036,0.078995,0
-0.090475,1.5963,1.7207,0.090475,0
-0.10267,1.5974,1.7383,0.10267,0
-0.11553,1.598,1.7562,0.11553,0
-0.12901,1.5979,1.7744,0.12901,0
-0.14303,1.5971,1.7925,0.14303,0
-0.15754,1.5956,1.8106,0.15754,0
-0.17247,1.5932,1.8284,0.17247,0
-0.18772,1.5898,1.8458,0.18772,0
-0.20323,1.5856,1.8626,0.20323,0
-0.21891,1.5804,1.8788,0.21891,0
-0.23467,1.5743,1.8944,0.23467,0
-0.25042,1.5672,1.909,0.25042,0
-0.26608,1.5593,1.9227,0.26608,0
-0.28156,1.5506,1.9355,0.28156,0
-0.29677,1.5411,1.9473,0.29677,0
-0.31162,1.531,1.958,0.31162,0
-0.32605,1.5205,1.9677,0.32605,0
-0.33998,1.5095,1.9764,0.33998,0
-0.35333,1.4983,1.9841,0.35333,0
-0.36605,1.487,1.9908,0.36605,0
-0.37808,1.4757,1.9967,0.37808,0
-0.38936,1.4647,2.0017,0.38936,0
-0.39987,1.4539,2.0059,0.39987,0
-0.40957,1.4437,2.0095,0.40957,0
-0.41844,1.434,2.0124,0.41844,0
-0.42644,1.425,2.0148,0.42644,0
-0.43359,1.4168,2.0168,0.43359,0
-0.43988,1.4094,2.0183,0.43988,0
-0.44532,1.4029,2.0195,0.44532,0
-0.44994,1.3972,2.0205,0.44994,0
-0.45377,1.3925,2.0212,0.45377,0
-0.45685,1.3887,2.0218,0.45685,0
-0.45923,1.3857,2.0221,0.45923,0
-0.46099,1.3835,2.0224,0.46099,0
-0.4622,1.382,2.0226,0.4622,0
-0.46295,1.381,2.0227,0.46295,0
-0.46336,1.3805,2.0227,0.46336,0
-0.46353,1.3803,2.0228,0.46353,0
-0.4636,1.3802,2.0228,0.4636,1
-0.46363,1.3793,2.0232,0.46363,1
-0.46364,1.3744,2.0254,0.46364,1
-0.46364,1.3629,2.0306,0.46364,1
-0.46365,1.3445,2.0381,0.46365,1
-0.46365,1.321,2.0464,0.46365,1
-0.46365,1.2962,2.0536,0.46365,1
-0.46365,1.2747,2.0585,0.46365,1
-0.46365,1.2602,2.0611,0.46365,1
-0.46365,1.2532,2.0621,0.46365,1
-0.46365,1.2504,2.0624,0.46365,1
-0.46365,1.2502,2.0624,0.46365,1
-0.46365,1.2558,2.0614,0.46365,1
-0.46365,1.2696,2.0589,0.46365,1
-0.46365,1.2908,2.0544,0.46365,1
-0.46365,1.3159,2.048,0.46365,1
-0.46365,1.3401,2.0402,0.46365,1
-0.46365,1.3593,2.0328,0.46365,1
-0.46365,1.3712,2.0274,0.46365,1
-0.46365,1.3766,2.0247,0.46365,1
-0.46365,1.3787,2.0235,0.46365,1
-0.46362,1.3795,2.023,0.46362,1
-0.46349,1.3795,2.0224,0.46349,1
-0.46311,1.3785,2.021,0.46311,1
-0.46233,1.3764,2.0183,0.46233,1
-0.46106,1.3728,2.014,0.46106,1
-0.45922,1.3676,2.0076,0.45922,1
-0.45673,1.3605,1.9989,0.45673,1
-0.4536,1.3515,1.9878,0.4536,1
-0.44979,1.3405,1.974,0.44979,1
-0.44535,1.3273,1.9575,0.44535,1
-0.44031,1.3122,1.9382,0.44031,1
-0.43475,1.2952,1.9163,0.43475,1
-0.42873,1.2763,1.8916,0.42873,1
-0.42234,1.2557,1.8643,0.42234,1
-0.41569,1.2337,1.8346,0.41569,1
-0.40885,1.2103,1.8027,0.40885,1
-0.40191,1.1858,1.7686,0.40191,1
-0.39497,1.1604,1.7327,0.39497,1
-0.3881,1.1343,1.6952,0.3881,1
-0.38139,1.1078,1.6565,0.38139,1
-0.37488,1.081,1.6169,0.37488,1
-0.36863,1.0542,1.5767,0.36863,1
-0.3627,1.0277,1.5363,0.3627,1
-0.35713,1.0017,1.4962,0.35713,1
-0.35194,0.97639,1.4569,0.35194,1
-0.34716,0.95211,1.4186,0.34716,1
-0.34279,0.92906,1.3819,0.34279,1
-0.33887,0.90752,1.3473,0.33887,1
-0.33539,0.88766,1.3152,0.33539,1
-0.33235,0.86972,1.286,0.33235,1
-0.32974,0.85384,1.26,0.32974,1
-0.32756,0.84021,1.2375,0.32756,1
-0.32578,0.82884,1.2187,0.32578,1
-0.32439,0.81975,1.2036,0.32439,1
-0.32335,0.81288,1.1922,0.32335,1
-0.32263,0.80802,1.1841,0.32263,1
-0.32217,0.80493,1.1789,0.32217,1
-0.32193,0.80329,1.1762,0.32193,1
-0.32182,0.80255,1.1749,0.32182,1
-0.32178,0.80225,1.1744,0.32178,1
-0.32173,0.80216,1.1743,0.32173,1
-0.32152,0.80226,1.1744,0.32152,1
-0.32093,0.80268,1.1751,0.32093,1
-0.31976,0.80355,1.1766,0.31976,1
-0.31785,0.80496,1.179,0.31785,1
-0.31504,0.80703,1.1824,0.31504,1
-0.31123,0.80979,1.187,0.31123,1
-0.30634,0.81327,1.1928,0.30634,1
-0.3003,0.81747,1.1998,0.3003,1
-0.29311,0.82233,1.2078,0.29311,1
-0.28475,0.82778,1.2169,0.28475,1
-0.27525,0.83372,1.2267,0.27525,1
-0.26466,0.84005,1.2371,0.26466,1
-0.25304,0.84664,1.248,0.25304,1
-0.24047,0.85335,1.259,0.24047,1
-0.22707,0.86006,1.27,0.22707,1
-0.21295,0.86664,1.2808,0.21295,1
-0.19825,0.87297,1.2911,0.19825,1
-0.18312,0.87895,1.3009,0.18312,1
-0.16771,0.88449,1.3099,0.16771,1
-0.15219,0.88954,1.318,0.15219,1
-0.13674,0.89403,1.3253,0.13674,1
-0.12151,0.89795,1.3317,0.12151,1
-0.10669,0.9013,1.3371,0.10669,1
-0.092435,0.90409,1.3416,0.092435,1
-0.078894,0.90634,1.3452,0.078894,1
-0.066206,0.90812,1.348,0.066206,1
-0.054496,0.90947,1.3502,0.054496,1
-0.043865,0.91045,1.3518,0.043865,1
-0.034395,0.91114,1.3529,0.034395,1
-0.026139,0.91159,1.3536,0.026139,1
-0.019125,0.91187,1.3541,0.019125,1
-0.013351,0.91202,1.3543,0.013351,1
-0.0087824,0.9121,1.3544,0.0087824,1
-0.0053496,0.91213,1.3545,0.0053496,1
-0.0029464,0.91213,1.3545,0.0029464,1
-0.0014267,0.91213,1.3545,0.0014267,1
-0.00060241,0.91213,1.3545,0.00060241,1
-0.00024066,0.91212,1.3545,0.00024066,1
-9.6145e-05,0.91212,1.3545,9.6145e-05,1
-3.8414e-05,0.9122,1.3546,3.8414e-05,1
-1.5355e-05,0.91262,1.3553,1.5355e-05,1
-6.1441e-06,0.91389,1.3573,6.1441e-06,1
-2.4625e-06,0.91642,1.3614,2.4625e-06,1
-9.8902e-07,0.92055,1.368,9.8902e-07,1
-2.5262e-07,0.92659,1.3777,2.5262e-07,1
-6.3933e-08,0.93476,1.3907,6.3933e-08,1
-1.5976e-08,0.94514,1.4072,1.5976e-08,1
-3.9263e-09,0.95783,1.4274,3.9263e-09,1
-9.4474e-10,0.97278,1.4509,9.4474e-10,1
-2.2148e-10,0.98994,1.4778,2.2148e-10,1
-5.0306e-11,1.0091,1.5076,5.0306e-11,1
-1.1004e-11,1.0303,1.5401,1.1004e-11,1
-2.3023e-12,1.0532,1.5749,2.3023e-12,1
-4.5715e-13,1.0775,1.6116,4.5715e-13,1
-8.5399e-14,1.1032,1.6498,8.5397e-14,1
-1.4857e-14,1.13,1.6889,1.4856e-14,1
-2.3793e-15,1.1576,1.7287,2.3781e-15,1
-3.4651e-16,1.1858,1.7687,3.4533e-16,1
