0,1.5708,1.5708,0
0,1.5724,1.5704,0
0,1.5777,1.569,0
0,1.5846,1.5664,0
0,1.5915,1.5624,0
0,1.5984,1.5566,0
0,1.6053,1.5497,0
0,1.6122,1.5428,0
0,1.6191,1.5359,0
0,1.626,1.529,0
0,1.6329,1.5221,0
0,1.6398,1.5152,0
0,1.6467,1.5083,0
0,1.6536,1.5014,0
0,1.6605,1.4945,0
0,1.6674,1.4876,0
0,1.6742,1.4807,0
0,1.679,1.4738,0
0,1.682,1.4669,0
0,1.6836,1.46,0
0,1.6841,1.4571,0
-0.0029392,1.6863,1.464,0
-0.0098392,1.6925,1.4709,0
-0.016739,1.6994,1.4778,0
-0.023639,1.7063,1.4847,0
-0.030539,1.7121,1.4916,0
-0.037439,1.7099,1.4985,0
-0.044339,1.703,1.5054,0
-0.051239,1.6961,1.5123,0
-0.058139,1.6892,1.5192,0
-0.065039,1.6823,1.5261,0
-0.071939,1.6754,1.533,0
-0.078839,1.6685,1.5399,0
-0.085739,1.6616,1.5403,0
-0.092639,1.6547,1.5334,0
-0.099539,1.6478,1.5265,0
-0.10644,1.6409,1.5196,0
-0.11334,1.634,1.5127,0
-0.12024,1.6271,1.5058,0
-0.12544,1.6202,1.4989,0
-0.12746,1.6133,1.492,0
-0.12866,1.6093,1.4905,0
-0.1303,1.6105,1.4952,0
-0.13281,1.6152,1.5021,0
-0.13628,1.6221,1.509,0
-0.14068,1.629,1.5159,0
-0.14596,1.6359,1.5228,0
-0.15202,1.6428,1.5297,0
-0.15876,1.6497,1.5366,0
-0.16566,1.6566,1.5435,0
-0.17256,1.6635,1.5504,0
-0.17946,1.6704,1.5573,0
-0.18636,1.6773,1.5642,0
-0.19326,1.6842,1.5711,0
-0.20016,1.6911,1.578,0
-0.20706,1.698,1.5849,0
-0.21331,1.7049,1.5918,0
-0.21846,1.7118,1.5987,0
-0.22224,1.7169,1.6056,0
-0.22437,1.7198,1.6111,0
-0.22523,1.7209,1.6133,0
-0.22499,1.7211,1.6137,0
-0.22321,1.7205,1.6124,0
-0.21986,1.7191,1.6097,0
-0.21507,1.717,1.6056,0
-0.20903,1.7143,1.6004,0
-0.20213,1.711,1.5942,0
-0.19523,1.7073,1.5873,0
-0.18833,1.7033,1.5804,0
-0.18143,1.6989,1.5735,0
-0.17453,1.6943,1.5666,0
-0.16763,1.6897,1.5597,0
-0.16073,1.685,1.5528,0
-0.15383,1.6805,1.5459,0
-0.14693,1.6762,1.539,0
-0.1402,1.6722,1.5321,0
-0.13444,1.6688,1.5255,0
-0.12983,1.666,1.52,0
-0.12653,1.664,1.5161,0
-0.1247,1.6629,1.5139,0
-0.12398,1.6624,1.513,0
-0.12362,1.6628,1.5138,0
-0.12329,1.6645,1.5172,0
-0.12286,1.6678,1.5234,0
-0.12229,1.6724,1.5303,0
-0.12158,1.6782,1.5372,0
-0.12074,1.685,1.5441,0
-0.11978,1.6919,1.551,0
-0.11871,1.6988,1.5579,0
-0.11758,1.7057,1.5648,0
-0.11638,1.7126,1.5717,0
-0.11515,1.7195,1.5786,0
-0.11393,1.7264,1.5855,0
-0.11272,1.7333,1.5924,0
-0.11158,1.7402,1.5993,0
-0.11052,1.7471,1.6062,0
-0.1096,1.753,1.6131,0
-0.10884,1.7577,1.62,0
-0.10829,1.7611,1.6266,0
-0.10798,1.763,1.6302,0
-0.10785,1.7638,1.6317,0
-0.10731,1.7632,1.6307,0
-0.10567,1.7606,1.6256,0
-0.10282,1.7558,1.6187,0
-0.098839,1.7489,1.6118,0
-0.09391,1.742,1.6049,0
-0.088249,1.7351,1.598,0
-0.082074,1.7282,1.5911,0
-0.075592,1.7213,1.5842,0
-0.068992,1.7144,1.5773,0
-0.062442,1.7075,1.5704,0
-0.056088,1.7006,1.5635,0
-0.050059,1.6937,1.5566,0
-0.044466,1.6868,1.5497,0
-0.039407,1.6799,1.5428,0
-0.034968,1.673,1.5359,0
-0.031231,1.6661,1.529,0
-0.028275,1.6592,1.5221,0
-0.026181,1.653,1.5152,0
-0.025033,1.6496,1.5086,0
-0.02458,1.6482,1.5059,0
-0.0244,1.6483,1.5049,0
-0.024328,1.65,1.5047,0
-0.024299,1.6533,1.505,0
-0.024288,1.6581,1.5055,0
-0.024283,1.6642,1.5061,0
-0.024281,1.6711,1.5068,0
-0.024281,1.678,1.5075,0
-0.02428,1.6849,1.5082,0
-0.02428,1.6918,1.5088,0
-0.02428,1.6987,1.5093,0
-0.02428,1.7056,1.5097,0
-0.02428,1.7125,1.51,0
-0.02428,1.7194,1.5101,0
-0.02428,1.7263,1.5102,0
-0.02428,1.7332,1.5101,0
-0.02428,1.7393,1.5101,0
-0.02428,1.7441,1.5099,0
-0.02428,1.7476,1.5098,0
-0.02428,1.7496,1.5098,0
-0.02428,1.7503,1.5097,0
-0.024093,1.7507,1.5098,0
-0.023486,1.7511,1.5103,0
-0.022403,1.7516,1.511,0
-0.020866,1.7522,1.5121,0
-0.018919,1.753,1.5134,0
-0.016623,1.754,1.515,0
-0.014041,1.755,1.5167,0
-0.011238,1.7561,1.5185,0
-0.008282,1.7573,1.5205,0
-0.0052398,1.7585,1.5225,0
-0.00218,1.7596,1.5244,0
0.00082844,1.7608,1.5263,0
0.003716,1.7619,1.5281,0
0.0064128,1.7629,1.5298,0
0.0088483,1.7638,1.5313,0
0.010952,1.7645,1.5326,0
0.012652,1.7652,1.5336,0
0.013879,1.7656,1.5343,0
0.014561,1.7658,1.5347,0
0.014834,1.7659,1.5349,0
0.014943,1.7654,1.535,0
0.014987,1.7636,1.535,0
0.015004,1.7604,1.5352,0
0.015011,1.7559,1.5353,0
0.015014,1.7501,1.5354,0
0.015015,1.7432,1.5354,0
0.015015,1.7363,1.5354,0
0.015016,1.7294,1.5353,0
0.015016,1.7225,1.5351,0
0.015016,1.7156,1.5347,0
0.015016,1.7087,1.5342,0
0.015016,1.7018,1.5337,0
0.015016,1.6949,1.533,0
0.015016,1.688,1.5323,0
0.015016,1.6811,1.5316,0
0.015016,1.6745,1.5309,0
0.015016,1.6692,1.5303,0
0.015016,1.6653,1.5298,0
0.015016,1.6632,1.5296,0
0.015016,1.6623,1.5294,0
0.015012,1.663,1.5314,0
0.014998,1.6663,1.538,0
0.014974,1.6723,1.5449,0
0.014939,1.6792,1.5518,0
0.014893,1.6861,1.5587,0
0.014839,1.693,1.5656,0
0.014776,1.6999,1.5725,0
0.014705,1.7068,1.5794,0
0.014628,1.7137,1.5863,0
0.014546,1.7206,1.5932,0
0.01446,1.7275,1.6001,0
0.014373,1.7344,1.607,0
0.014286,1.7413,1.6139,0
0.014202,1.7482,1.6208,0
0.014123,1.7551,1.6277,0
0.014053,1.762,1.6346,0
0.013995,1.7689,1.6415,0
0.013952,1.775,1.6484,0
0.013927,1.7784,1.6549,0
0.013917,1.7797,1.6575,0
0.014653,1.7795,1.657,0
0.017056,1.7771,1.6525,0
0.021299,1.7726,1.6456,0
